Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_030719235.1,False,,Clean,Monoderm (Keep)
GCF_030719255.1,False,,Clean,Monoderm (Keep)
GCF_030863945.1,False,,Clean,Monoderm (Keep)
GCF_031165135.1,False,,Clean,Monoderm (Keep)
GCF_030908465.1,False,,Clean,Monoderm (Keep)
GCF_030908625.1,False,,Clean,Monoderm (Keep)
GCF_030913635.1,False,,Clean,Monoderm (Keep)
GCF_030908605.1,False,,Clean,Monoderm (Keep)
GCF_030913655.1,False,,Clean,Monoderm (Keep)
GCF_030915425.1,False,,Clean,Monoderm (Keep)
GCF_030915485.1,False,,Clean,Monoderm (Keep)
GCF_030866985.1,False,,Clean,Monoderm (Keep)
GCF_030915505.1,False,,Clean,Monoderm (Keep)
GCF_030866945.1,False,,Clean,Monoderm (Keep)
GCF_030908325.1,False,,Clean,Monoderm (Keep)
GCF_030867025.1,False,,Clean,Monoderm (Keep)
GCF_030915465.1,False,,Clean,Monoderm (Keep)
GCF_030866965.1,False,,Clean,Monoderm (Keep)
GCF_030867005.1,False,,Clean,Monoderm (Keep)
GCF_031192385.1,False,,Clean,Monoderm (Keep)
GCF_031326005.1,False,,Clean,Monoderm (Keep)
GCF_031326145.1,False,,Clean,Monoderm (Keep)
GCF_031190615.1,False,,Clean,Monoderm (Keep)
GCF_031186115.1,False,,Clean,Monoderm (Keep)
GCF_031297465.1,False,,Clean,Monoderm (Keep)
GCF_031202655.1,False,,Clean,Monoderm (Keep)
GCF_031170655.1,False,,Clean,Monoderm (Keep)
GCF_031191225.1,False,,Clean,Monoderm (Keep)
GCF_031326165.1,False,,Clean,Monoderm (Keep)
GCF_031171585.1,False,,Clean,Monoderm (Keep)
GCF_031215075.1,False,,Clean,Monoderm (Keep)
GCF_031199945.1,False,,Clean,Monoderm (Keep)
GCF_030916465.1,False,,Clean,Monoderm (Keep)
GCF_031169915.1,False,,Clean,Monoderm (Keep)
GCF_031202895.1,False,,Clean,Monoderm (Keep)
GCF_031203465.1,False,,Clean,Monoderm (Keep)
GCF_031228685.1,False,,Clean,Monoderm (Keep)
GCF_031202285.1,False,,Clean,Monoderm (Keep)
GCF_031192325.1,False,,Clean,Monoderm (Keep)
GCF_031216075.1,False,,Clean,Monoderm (Keep)
GCF_031191545.1,False,,Clean,Monoderm (Keep)
GCF_031239735.1,False,,Clean,Monoderm (Keep)
GCF_031203715.1,False,,Clean,Monoderm (Keep)
GCF_031203445.1,False,,Clean,Monoderm (Keep)
GCF_031348565.1,False,,Clean,Monoderm (Keep)
GCF_031191775.1,False,,Clean,Monoderm (Keep)
GCF_031206965.1,False,,Clean,Monoderm (Keep)
GCF_031202875.1,False,,Clean,Monoderm (Keep)
GCF_031203395.1,False,,Clean,Monoderm (Keep)
GCF_031348425.1,False,,Clean,Monoderm (Keep)
GCF_031348585.1,False,,Clean,Monoderm (Keep)
GCF_031208705.1,False,,Clean,Monoderm (Keep)
GCF_030931715.1,False,,Clean,Monoderm (Keep)
GCF_031326045.1,False,,Clean,Monoderm (Keep)
GCF_030915385.1,False,,Clean,Monoderm (Keep)
GCF_030915525.1,False,,Clean,Monoderm (Keep)
GCF_031199195.1,False,,Clean,Monoderm (Keep)
GCF_031308755.1,False,,Clean,Monoderm (Keep)
GCF_030979955.1,False,,Clean,Monoderm (Keep)
GCF_030915445.1,False,,Clean,Monoderm (Keep)
GCF_030979975.1,False,,Clean,Monoderm (Keep)
GCF_031199965.1,False,,Clean,Monoderm (Keep)
GCF_030915405.1,False,,Clean,Monoderm (Keep)
GCF_030913705.1,False,,Clean,Monoderm (Keep)
GCF_030930975.1,False,,Clean,Monoderm (Keep)
GCF_031344975.1,False,,Clean,Monoderm (Keep)
GCF_031326025.1,False,,Clean,Monoderm (Keep)
GCF_031325985.1,False,,Clean,Monoderm (Keep)
GCF_031359815.1,False,,Clean,Monoderm (Keep)
GCF_031345095.1,False,,Clean,Monoderm (Keep)
GCF_031357045.1,False,,Clean,Monoderm (Keep)
GCF_031344995.1,False,,Clean,Monoderm (Keep)
GCF_031557155.1,False,,Clean,Monoderm (Keep)
GCF_031432955.1,False,,Clean,Monoderm (Keep)
GCF_031432995.1,False,,Clean,Monoderm (Keep)
GCF_031582885.1,False,,Clean,Monoderm (Keep)
GCF_031582925.1,False,,Clean,Monoderm (Keep)
GCF_031582905.1,False,,Clean,Monoderm (Keep)
GCF_031348265.1,False,,Clean,Monoderm (Keep)
GCF_032084765.1,False,,Clean,Monoderm (Keep)
GCF_032082925.1,False,,Clean,Monoderm (Keep)
GCF_032080685.1,False,,Clean,Monoderm (Keep)
GCF_031757735.1,False,,Clean,Monoderm (Keep)
GCF_031826835.1,False,,Clean,Monoderm (Keep)
GCF_032086715.1,False,,Clean,Monoderm (Keep)
GCF_032088955.1,False,,Clean,Monoderm (Keep)
GCF_031583045.1,False,,Clean,Monoderm (Keep)
GCF_032092195.1,False,,Clean,Monoderm (Keep)
GCF_031826655.1,False,,Clean,Monoderm (Keep)
GCF_031597175.1,False,,Clean,Monoderm (Keep)
GCF_031583165.1,False,,Clean,Monoderm (Keep)
GCF_031596315.1,False,,Clean,Monoderm (Keep)
GCF_031584935.1,False,,Clean,Monoderm (Keep)
GCF_031767645.1,False,,Clean,Monoderm (Keep)
GCF_031767605.1,False,,Clean,Monoderm (Keep)
GCF_031583145.1,False,,Clean,Monoderm (Keep)
GCF_031767395.1,False,,Clean,Monoderm (Keep)
GCF_031767625.1,False,,Clean,Monoderm (Keep)
GCF_031843265.2,False,,Clean,Monoderm (Keep)
GCF_031844665.1,False,,Clean,Monoderm (Keep)
GCF_031583105.1,False,,Clean,Monoderm (Keep)
GCF_031594435.1,False,,Clean,Monoderm (Keep)
GCF_031593775.1,False,,Clean,Monoderm (Keep)
GCF_031826815.1,False,,Clean,Monoderm (Keep)
GCF_031876755.1,False,,Clean,Monoderm (Keep)
GCF_031760945.1,False,,Clean,Monoderm (Keep)
GCF_031656915.1,False,,Clean,Monoderm (Keep)
GCF_031765195.1,False,,Clean,Monoderm (Keep)
GCF_031582965.1,False,,Clean,Monoderm (Keep)
GCF_031759225.1,False,,Clean,Monoderm (Keep)
GCF_031583025.1,False,,Clean,Monoderm (Keep)
GCF_031878535.1,False,,Clean,Monoderm (Keep)
GCF_032147025.1,False,,Clean,Monoderm (Keep)
GCF_031879475.1,False,,Clean,Monoderm (Keep)
GCF_032230435.1,False,,Clean,Monoderm (Keep)
GCF_032163505.1,False,,Clean,Monoderm (Keep)
GCF_031844685.1,False,,Clean,Monoderm (Keep)
GCF_031599035.1,False,,Clean,Monoderm (Keep)
GCF_031885465.1,False,,Clean,Monoderm (Keep)
GCF_032102965.1,False,,Clean,Monoderm (Keep)
GCF_032147125.1,False,,Clean,Monoderm (Keep)
GCF_032100785.1,False,,Clean,Monoderm (Keep)
GCF_031885415.1,False,,Clean,Monoderm (Keep)
GCF_031877725.1,False,,Clean,Monoderm (Keep)
GCF_032077755.1,False,,Clean,Monoderm (Keep)
GCF_031851705.1,False,,Clean,Monoderm (Keep)
GCF_031757035.1,False,,Clean,Monoderm (Keep)
GCF_031599675.1,False,,Clean,Monoderm (Keep)
GCF_031753935.1,False,,Clean,Monoderm (Keep)
GCF_031763325.1,False,,Clean,Monoderm (Keep)
GCF_031583065.1,False,,Clean,Monoderm (Keep)
GCF_031760065.1,False,,Clean,Monoderm (Keep)
GCF_031597775.1,False,,Clean,Monoderm (Keep)
GCF_032230945.1,False,,Clean,Monoderm (Keep)
GCF_031593255.1,False,,Clean,Monoderm (Keep)
GCF_031883715.1,False,,Clean,Monoderm (Keep)
GCF_032108445.1,False,,Clean,Monoderm (Keep)
GCF_032121415.1,False,,Clean,Monoderm (Keep)
GCF_031767055.1,False,,Clean,Monoderm (Keep)
GCF_032145515.1,False,,Clean,Monoderm (Keep)
GCF_031844725.1,False,,Clean,Monoderm (Keep)
GCF_032173795.1,False,,Clean,Monoderm (Keep)
GCF_031844705.1,False,,Clean,Monoderm (Keep)
GCF_032229325.1,False,,Clean,Monoderm (Keep)
GCF_032229305.1,False,,Clean,Monoderm (Keep)
GCF_031679605.1,False,,Clean,Monoderm (Keep)
GCF_031852375.1,False,,Clean,Monoderm (Keep)
GCF_032340315.1,False,,Clean,Monoderm (Keep)
GCF_032230965.1,False,,Clean,Monoderm (Keep)
GCF_032230985.1,False,,Clean,Monoderm (Keep)
GCF_032231005.1,False,,Clean,Monoderm (Keep)
GCF_032105745.1,False,,Clean,Monoderm (Keep)
GCF_032110285.1,False,,Clean,Monoderm (Keep)
GCF_032463565.1,False,,Clean,Monoderm (Keep)
GCF_032254155.1,False,,Clean,Monoderm (Keep)
GCF_032387735.1,False,,Clean,Monoderm (Keep)
GCF_032466015.1,False,,Clean,Monoderm (Keep)
GCF_032680965.1,False,,Clean,Monoderm (Keep)
GCF_032760395.1,False,,Clean,Monoderm (Keep)
GCF_032680925.1,False,,Clean,Monoderm (Keep)
GCF_032681065.1,False,,Clean,Monoderm (Keep)
GCF_032595075.1,False,,Clean,Monoderm (Keep)
GCF_032465935.1,False,,Clean,Monoderm (Keep)
GCF_032598945.1,False,,Clean,Monoderm (Keep)
GCF_032681025.1,False,,Clean,Monoderm (Keep)
GCF_032463585.1,False,,Clean,Monoderm (Keep)
GCF_032463445.1,False,,Clean,Monoderm (Keep)
GCF_032680945.1,False,,Clean,Monoderm (Keep)
GCF_032602185.1,False,,Clean,Monoderm (Keep)
GCF_032680985.1,False,,Clean,Monoderm (Keep)
GCF_032598845.1,False,,Clean,Monoderm (Keep)
GCF_032291985.1,False,,Clean,Monoderm (Keep)
GCF_032598785.1,False,,Clean,Monoderm (Keep)
GCF_032594935.1,False,,Clean,Monoderm (Keep)
GCF_032463545.1,False,,Clean,Monoderm (Keep)
GCF_032463485.1,False,,Clean,Monoderm (Keep)
GCF_032611355.1,False,,Clean,Monoderm (Keep)
GCF_032619275.1,False,,Clean,Monoderm (Keep)
GCF_032762665.1,False,,Clean,Monoderm (Keep)
GCF_032598825.1,False,,Clean,Monoderm (Keep)
GCF_032465995.1,False,,Clean,Monoderm (Keep)
GCF_032617675.1,False,,Clean,Monoderm (Keep)
GCF_032463685.1,False,,Clean,Monoderm (Keep)
GCF_032594915.1,False,,Clean,Monoderm (Keep)
GCF_032618495.1,False,,Clean,Monoderm (Keep)
GCF_032248855.1,False,,Clean,Monoderm (Keep)
GCF_032465955.1,False,,Clean,Monoderm (Keep)
GCF_032466055.1,False,,Clean,Monoderm (Keep)
GCF_032764935.1,False,,Clean,Monoderm (Keep)
GCF_032465975.1,False,,Clean,Monoderm (Keep)
GCF_032465875.1,False,,Clean,Monoderm (Keep)
GCF_032765935.1,False,,Clean,Monoderm (Keep)
GCF_032466035.1,False,,Clean,Monoderm (Keep)
GCF_032465895.1,False,,Clean,Monoderm (Keep)
GCF_032465915.1,False,,Clean,Monoderm (Keep)
GCF_032598885.1,False,,Clean,Monoderm (Keep)
GCF_032393075.1,False,,Clean,Monoderm (Keep)
GCF_032460525.1,False,,Clean,Monoderm (Keep)
GCF_032465855.1,False,,Clean,Monoderm (Keep)
GCF_032681005.1,False,,Clean,Monoderm (Keep)
GCF_032763365.1,False,,Clean,Monoderm (Keep)
GCF_032271945.1,False,,Clean,Monoderm (Keep)
GCF_032341175.1,False,,Clean,Monoderm (Keep)
GCF_032268605.1,False,,Clean,Monoderm (Keep)
GCF_032764245.1,False,,Clean,Monoderm (Keep)
GCF_032341995.1,False,,Clean,Monoderm (Keep)
GCF_032680865.1,False,,Clean,Monoderm (Keep)
GCF_032681245.1,False,,Clean,Monoderm (Keep)
GCF_032463625.1,False,,Clean,Monoderm (Keep)
GCF_032460565.1,False,,Clean,Monoderm (Keep)
GCF_032710345.1,False,,Clean,Monoderm (Keep)
GCF_032401745.1,False,,Clean,Monoderm (Keep)
GCF_032809245.1,False,,Clean,Monoderm (Keep)
GCF_032808505.1,False,,Clean,Monoderm (Keep)
GCF_032769475.1,False,,Clean,Monoderm (Keep)
GCF_032681105.1,False,,Clean,Monoderm (Keep)
GCF_032595315.1,False,,Clean,Monoderm (Keep)
GCF_032681085.1,False,,Clean,Monoderm (Keep)
GCF_032878815.1,False,,Clean,Monoderm (Keep)
GCF_032399705.1,False,,Clean,Monoderm (Keep)
GCF_032880625.1,False,,Clean,Monoderm (Keep)
GCF_032818175.1,False,,Clean,Monoderm (Keep)
GCF_032919725.1,False,,Clean,Monoderm (Keep)
GCF_032917925.1,False,,Clean,Monoderm (Keep)
GCF_032921125.1,False,,Clean,Monoderm (Keep)
GCF_032878855.1,False,,Clean,Monoderm (Keep)
GCF_032818155.1,False,,Clean,Monoderm (Keep)
GCF_032920365.1,False,,Clean,Monoderm (Keep)
GCF_032883655.1,False,,Clean,Monoderm (Keep)
GCF_032918165.1,False,,Clean,Monoderm (Keep)
GCF_032598905.1,False,,Clean,Monoderm (Keep)
GCF_032878875.1,False,,Clean,Monoderm (Keep)
GCF_032878835.1,False,,Clean,Monoderm (Keep)
GCF_033037575.1,False,,Clean,Monoderm (Keep)
GCF_033061535.1,False,,Clean,Monoderm (Keep)
GCF_033100235.1,False,,Clean,Monoderm (Keep)
GCF_032928595.1,False,,Clean,Monoderm (Keep)
GCF_033096265.1,False,,Clean,Monoderm (Keep)
GCF_033096005.1,False,,Clean,Monoderm (Keep)
GCF_033127885.1,False,,Clean,Monoderm (Keep)
GCF_033095945.1,False,,Clean,Monoderm (Keep)
GCF_033096045.1,False,,Clean,Monoderm (Keep)
GCF_033128025.1,False,,Clean,Monoderm (Keep)
GCF_033096365.1,False,,Clean,Monoderm (Keep)
GCF_033037495.1,False,,Clean,Monoderm (Keep)
GCF_033096185.1,False,,Clean,Monoderm (Keep)
GCF_033096165.1,False,,Clean,Monoderm (Keep)
GCF_033096145.1,False,,Clean,Monoderm (Keep)
GCF_033096245.1,False,,Clean,Monoderm (Keep)
GCF_033037535.1,False,,Clean,Monoderm (Keep)
GCF_033096065.1,False,,Clean,Monoderm (Keep)
GCF_032936355.1,False,,Clean,Monoderm (Keep)
GCF_033095965.1,False,,Clean,Monoderm (Keep)
GCF_033100055.1,False,,Clean,Monoderm (Keep)
GCF_033096025.1,False,,Clean,Monoderm (Keep)
GCF_033096125.1,False,,Clean,Monoderm (Keep)
GCF_033096285.1,False,,Clean,Monoderm (Keep)
GCF_032937075.1,False,,Clean,Monoderm (Keep)
GCF_033096385.1,False,,Clean,Monoderm (Keep)
GCF_033096305.1,False,,Clean,Monoderm (Keep)
GCF_033037175.1,False,,Clean,Monoderm (Keep)
GCF_033036835.1,False,,Clean,Monoderm (Keep)
GCF_033036375.1,False,,Clean,Monoderm (Keep)
GCF_033096105.1,False,,Clean,Monoderm (Keep)
GCF_033096205.1,False,,Clean,Monoderm (Keep)
GCF_033096345.1,False,,Clean,Monoderm (Keep)
GCF_033036395.1,False,,Clean,Monoderm (Keep)
GCF_033106145.1,False,,Clean,Monoderm (Keep)
GCF_033096325.1,False,,Clean,Monoderm (Keep)
GCF_033024555.1,False,,Clean,Monoderm (Keep)
GCF_033106825.1,False,,Clean,Monoderm (Keep)
GCF_033095985.1,False,,Clean,Monoderm (Keep)
GCF_033096085.1,False,,Clean,Monoderm (Keep)
GCF_033096465.1,False,,Clean,Monoderm (Keep)
GCF_033096225.1,False,,Clean,Monoderm (Keep)
GCF_033096525.1,False,,Clean,Monoderm (Keep)
GCF_033096565.1,False,,Clean,Monoderm (Keep)
GCF_033107565.1,False,,Clean,Monoderm (Keep)
GCF_033097505.1,False,,Clean,Monoderm (Keep)
GCF_033110965.1,False,,Clean,Monoderm (Keep)
GCF_033113625.1,False,,Clean,Monoderm (Keep)
GCF_033126485.1,False,,Clean,Monoderm (Keep)
GCF_032932555.1,False,,Clean,Monoderm (Keep)
GCF_033096425.1,False,,Clean,Monoderm (Keep)
GCF_033100115.1,False,,Clean,Monoderm (Keep)
GCF_033124885.1,False,,Clean,Monoderm (Keep)
GCF_033128125.1,False,,Clean,Monoderm (Keep)
GCF_033125685.1,False,,Clean,Monoderm (Keep)
GCF_033124145.1,False,,Clean,Monoderm (Keep)
GCF_033539455.1,False,,No GBK found,Monoderm (Keep)
GCF_033128265.1,False,,Clean,Monoderm (Keep)
GCF_033128245.1,False,,Clean,Monoderm (Keep)
GCF_033130085.1,False,,Clean,Monoderm (Keep)
GCF_033128205.1,False,,Clean,Monoderm (Keep)
GCF_033128305.1,False,,Clean,Monoderm (Keep)
GCF_033128185.1,False,,Clean,Monoderm (Keep)
GCF_033128225.1,False,,Clean,Monoderm (Keep)
GCF_033128285.1,False,,Clean,Monoderm (Keep)
GCF_033109485.1,False,,Clean,Monoderm (Keep)
GCF_033097305.1,False,,Clean,Monoderm (Keep)
GCF_032927875.1,False,,Clean,Monoderm (Keep)
GCF_033097325.1,False,,Clean,Monoderm (Keep)
GCF_033539475.1,False,,No GBK found,Monoderm (Keep)
GCF_033546815.1,False,,Clean,Monoderm (Keep)
GCF_033546855.1,False,,Clean,Monoderm (Keep)
GCF_033554055.1,False,,Clean,Monoderm (Keep)
GCF_033246985.1,False,,Clean,Monoderm (Keep)
GCF_033249005.1,False,,Clean,Monoderm (Keep)
GCF_033546915.1,False,,Clean,Monoderm (Keep)
GCF_033260105.1,False,,Clean,Monoderm (Keep)
GCF_033247905.1,False,,Clean,Monoderm (Keep)
GCF_033249725.1,False,,Clean,Monoderm (Keep)
GCF_033148655.1,False,,Clean,Monoderm (Keep)
GCF_033144075.1,False,,Clean,Monoderm (Keep)
GCF_033169215.1,False,,Clean,Monoderm (Keep)
GCF_033165855.1,False,,Clean,Monoderm (Keep)
GCF_033142835.1,False,,Clean,Monoderm (Keep)
GCF_033150235.1,False,,Clean,Monoderm (Keep)
GCF_033149375.1,False,,Clean,Monoderm (Keep)
GCF_033144835.1,False,,Clean,Monoderm (Keep)
GCF_033167795.1,False,,Clean,Monoderm (Keep)
GCF_033147055.1,False,,Clean,Monoderm (Keep)
GCF_033146375.1,False,,Clean,Monoderm (Keep)
GCF_033151055.1,False,,Clean,Monoderm (Keep)
GCF_033166735.1,False,,Clean,Monoderm (Keep)
GCF_033147875.1,False,,Clean,Monoderm (Keep)
GCF_033152795.1,False,,Clean,Monoderm (Keep)
GCF_033152035.1,False,,Clean,Monoderm (Keep)
GCF_033145555.1,False,,Clean,Monoderm (Keep)
GCF_033304595.1,False,,Clean,Monoderm (Keep)
GCF_033304615.1,False,,Clean,Monoderm (Keep)
GCF_033170155.1,False,,Clean,Monoderm (Keep)
GCF_033194995.1,False,,Clean,Monoderm (Keep)
GCF_033193315.1,False,,Clean,Monoderm (Keep)
GCF_033097365.1,False,,Clean,Monoderm (Keep)
GCF_033546835.1,False,,Clean,Monoderm (Keep)
GCF_033554675.1,False,,Clean,Monoderm (Keep)
GCF_033552895.1,False,,Clean,Monoderm (Keep)
GCF_033344095.1,False,,Clean,Monoderm (Keep)
GCF_033412715.1,False,,Clean,Monoderm (Keep)
GCF_033413615.1,False,,Clean,Monoderm (Keep)
GCF_033344055.1,False,,Clean,Monoderm (Keep)
GCF_033453085.1,False,,Clean,Monoderm (Keep)
GCF_033569435.1,False,,Clean,Monoderm (Keep)
GCF_033539415.1,False,,Clean,Monoderm (Keep)
GCF_033405435.1,False,,Clean,Monoderm (Keep)
GCF_033564055.1,False,,Clean,Monoderm (Keep)
GCF_033539435.1,False,,Clean,Monoderm (Keep)
GCF_033539535.1,False,,Clean,Monoderm (Keep)
GCF_033539495.1,False,,Clean,Monoderm (Keep)
GCF_033539515.1,False,,Clean,Monoderm (Keep)
GCF_033170175.1,False,,Clean,Monoderm (Keep)
GCF_033170215.1,False,,Clean,Monoderm (Keep)
GCF_033261025.1,False,,Clean,Monoderm (Keep)
GCF_033392095.1,False,,Clean,Monoderm (Keep)
GCF_033192675.1,False,,Clean,Monoderm (Keep)
GCF_033439195.1,False,,Clean,Monoderm (Keep)
GCF_033403035.1,False,,Clean,Monoderm (Keep)
GCF_033547015.1,False,,Clean,Monoderm (Keep)
GCF_033452345.1,False,,Clean,Monoderm (Keep)
GCF_033547055.1,False,,Clean,Monoderm (Keep)
GCF_033343995.1,False,,Clean,Monoderm (Keep)
GCF_033568485.1,False,,Clean,Monoderm (Keep)
GCF_033450805.1,False,,Clean,Monoderm (Keep)
GCF_033561535.1,False,,Clean,Monoderm (Keep)
GCF_033704075.1,False,,Clean,Monoderm (Keep)
GCF_033631205.1,False,,Clean,Monoderm (Keep)
GCF_033782955.1,False,,Clean,Monoderm (Keep)
GCF_033783015.1,False,,Clean,Monoderm (Keep)
GCF_033954955.1,False,,Clean,Monoderm (Keep)
GCF_033570435.1,False,,Clean,Monoderm (Keep)
GCF_033798845.1,False,,Clean,Monoderm (Keep)
GCF_033798865.1,False,,Clean,Monoderm (Keep)
GCF_033582035.1,False,,Clean,Monoderm (Keep)
GCF_033216215.1,False,,Clean,Monoderm (Keep)
GCF_033335955.1,False,,Clean,Monoderm (Keep)
GCF_033406955.1,False,,Clean,Monoderm (Keep)
GCF_033547115.1,False,,Clean,Monoderm (Keep)
GCF_033881405.1,False,,Clean,Monoderm (Keep)
GCF_033877495.1,False,,Clean,Monoderm (Keep)
GCF_034017155.1,False,,Clean,Monoderm (Keep)
GCF_033802745.1,False,,Clean,Monoderm (Keep)
GCF_033815475.1,False,,Clean,Monoderm (Keep)
GCF_033954975.1,False,,Clean,Monoderm (Keep)
GCF_033882205.1,False,,Clean,Monoderm (Keep)
GCF_033814935.1,False,,Clean,Monoderm (Keep)
GCF_033802645.2,False,,Clean,Monoderm (Keep)
GCF_033954915.1,False,,Clean,Monoderm (Keep)
GCF_033815825.1,False,,Clean,Monoderm (Keep)
GCF_033808255.1,False,,Clean,Monoderm (Keep)
GCF_033811895.1,False,,Clean,Monoderm (Keep)
GCF_033814055.1,False,,Clean,Monoderm (Keep)
GCF_033597815.2,False,,Clean,Monoderm (Keep)
GCF_033798885.1,False,,Clean,Monoderm (Keep)
GCF_034016795.1,False,,Clean,Monoderm (Keep)
GCF_033798905.1,False,,Clean,Monoderm (Keep)
GCF_034015095.1,False,,Clean,Monoderm (Keep)
GCF_033876835.1,False,,Clean,Monoderm (Keep)
GCF_033977045.1,False,,Clean,Monoderm (Keep)
GCF_033798925.1,False,,Clean,Monoderm (Keep)
GCF_033879915.1,False,,Clean,Monoderm (Keep)
GCF_033802705.1,False,,Clean,Monoderm (Keep)
GCF_034015935.1,False,,Clean,Monoderm (Keep)
GCF_033813895.1,False,,Clean,Monoderm (Keep)
GCF_033802805.1,False,,Clean,Monoderm (Keep)
GCF_033954855.1,False,,Clean,Monoderm (Keep)
GCF_033798765.1,False,,Clean,Monoderm (Keep)
GCF_033798785.1,False,,Clean,Monoderm (Keep)
GCF_033802825.1,False,,Clean,Monoderm (Keep)
GCF_033798685.1,False,,Clean,Monoderm (Keep)
GCF_033798665.1,False,,Clean,Monoderm (Keep)
GCF_034016905.1,False,,Clean,Monoderm (Keep)
GCF_034016595.1,False,,Clean,Monoderm (Keep)
GCF_034014015.1,False,,Clean,Monoderm (Keep)
GCF_034013695.1,False,,Clean,Monoderm (Keep)
GCF_033947525.1,False,,Clean,Monoderm (Keep)
GCF_033954895.1,False,,Clean,Monoderm (Keep)
GCF_033985535.2,False,,Clean,Monoderm (Keep)
GCF_033814155.1,False,,Clean,Monoderm (Keep)
GCF_034017875.1,False,,Clean,Monoderm (Keep)
GCF_034016775.1,False,,Clean,Monoderm (Keep)
GCF_033952345.2,False,,Clean,Monoderm (Keep)
GCF_034015615.1,False,,Clean,Monoderm (Keep)
GCF_033954875.1,False,,Clean,Monoderm (Keep)
GCF_034014575.1,False,,Clean,Monoderm (Keep)
GCF_033782915.1,False,,Clean,Monoderm (Keep)
GCF_034017105.1,False,,Clean,Monoderm (Keep)
GCF_034018275.1,False,,Clean,Monoderm (Keep)
GCF_034016455.1,False,,Clean,Monoderm (Keep)
GCF_034013475.1,False,,Clean,Monoderm (Keep)
GCF_034016575.1,False,,Clean,Monoderm (Keep)
GCF_033880585.1,False,,Clean,Monoderm (Keep)
GCF_034016815.1,False,,Clean,Monoderm (Keep)
GCF_033947485.1,False,,Clean,Monoderm (Keep)
GCF_033947505.1,False,,Clean,Monoderm (Keep)
GCF_033947465.1,False,,Clean,Monoderm (Keep)
GCF_033808435.1,False,,Clean,Monoderm (Keep)
GCF_033879655.1,False,,Clean,Monoderm (Keep)
GCF_033947445.1,False,,Clean,Monoderm (Keep)
GCF_034019295.1,False,,Clean,Monoderm (Keep)
GCF_034021935.1,False,,Clean,Monoderm (Keep)
GCF_034023835.1,False,,Clean,Monoderm (Keep)
GCF_034020215.1,False,,Clean,Monoderm (Keep)
GCF_033809795.1,False,,Clean,Monoderm (Keep)
GCF_034022875.1,False,,Clean,Monoderm (Keep)
GCF_034025975.1,False,,Clean,Monoderm (Keep)
GCF_034025355.1,False,,Clean,Monoderm (Keep)
GCF_034039665.1,False,,Clean,Monoderm (Keep)
GCF_034036855.1,False,,Clean,Monoderm (Keep)
GCF_034043075.1,False,,Clean,Monoderm (Keep)
GCF_034043175.1,False,,Clean,Monoderm (Keep)
GCF_034043315.1,False,,Clean,Monoderm (Keep)
GCF_034032775.1,False,,Clean,Monoderm (Keep)
GCF_034043195.1,False,,Clean,Monoderm (Keep)
GCF_034026575.1,False,,Clean,Monoderm (Keep)
GCF_034042835.1,False,,Clean,Monoderm (Keep)
GCF_034033475.1,False,,Clean,Monoderm (Keep)
GCF_034042695.1,False,,Clean,Monoderm (Keep)
GCF_034041215.1,False,,Clean,Monoderm (Keep)
GCF_034042755.1,False,,Clean,Monoderm (Keep)
GCF_034042775.1,False,,Clean,Monoderm (Keep)
GCF_034043215.1,False,,Clean,Monoderm (Keep)
GCF_034028795.1,False,,Clean,Monoderm (Keep)
GCF_034042675.1,False,,Clean,Monoderm (Keep)
GCF_034029575.1,False,,Clean,Monoderm (Keep)
GCF_034028035.1,False,,Clean,Monoderm (Keep)
GCF_034043155.1,False,,Clean,Monoderm (Keep)
GCF_034042875.1,False,,Clean,Monoderm (Keep)
GCF_034043095.1,False,,Clean,Monoderm (Keep)
GCF_034043035.1,False,,Clean,Monoderm (Keep)
GCF_034024715.1,False,,Clean,Monoderm (Keep)
GCF_034042815.1,False,,Clean,Monoderm (Keep)
GCF_034042975.1,False,,Clean,Monoderm (Keep)
GCF_034030455.1,False,,Clean,Monoderm (Keep)
GCF_034035835.1,False,,Clean,Monoderm (Keep)
GCF_034043015.1,False,,Clean,Monoderm (Keep)
GCF_034042995.1,False,,Clean,Monoderm (Keep)
GCF_034040575.1,False,,Clean,Monoderm (Keep)
GCF_034027235.1,False,,Clean,Monoderm (Keep)
GCF_034042915.1,False,,Clean,Monoderm (Keep)
GCF_034043375.1,False,,Clean,Monoderm (Keep)
GCF_034043115.1,False,,Clean,Monoderm (Keep)
GCF_034043055.1,False,,Clean,Monoderm (Keep)
GCF_034034275.1,False,,Clean,Monoderm (Keep)
GCF_034042935.1,False,,Clean,Monoderm (Keep)
GCF_034042955.1,False,,Clean,Monoderm (Keep)
GCF_034035055.1,False,,Clean,Monoderm (Keep)
GCF_034042795.1,False,,Clean,Monoderm (Keep)
GCF_034049535.1,False,,Clean,Monoderm (Keep)
GCF_034038775.1,False,,Clean,Monoderm (Keep)
GCF_034042895.1,False,,Clean,Monoderm (Keep)
GCF_034042855.1,False,,Clean,Monoderm (Keep)
GCF_034043135.1,False,,Clean,Monoderm (Keep)
GCF_034043435.1,False,,Clean,Monoderm (Keep)
GCF_034043235.1,False,,Clean,Monoderm (Keep)
GCF_034043275.1,False,,Clean,Monoderm (Keep)
GCF_034042635.1,False,,Clean,Monoderm (Keep)
GCF_034042035.1,False,,Clean,Monoderm (Keep)
